Prek Center Name;License Type;3 Year Old Capacity;4 Year Old Capacity;Total Capacity;Test;Grade and Subject;Valid Tests;Proficient Tests;Percent Proficient;Funding Source;Address;Zip Code;City;Full Address;Latitude;Longitude;Census Tract 2000;Census Tract 2010;Census Tract 2020;City Council District;Commission District;Super District;Geopoint
Presbyterian Day School Child Dev. Ctr.;DOE;40;40;80.0;;;;;;tuition;4025 POPLAR AVENUE;38111;Memphis;4025 POPLAR AVENUE Memphis, TN 38111;35.123249;-89.9295839;47157007300;47157007300;47157007300;5;10;9;34.153545503967344, -92.50896956050725
Riverdale Kiddie Community Partner Pre-K;DOE;4;36;40.0;;;;;;VPK;4087 Riverdale Road;38115;Memphis;4087 Riverdale Road Memphis, TN 38115;35.0371094;-89.8323949;47157021742;47157021746;47157021746;3;13;9;34.153545285625675, -92.50896922119279
St. Mary's Episcopal School;Unlicensed;54;54;108.0;;;;;;tuition;41 N Perkins Rd;38117;Memphis;41 N Perkins Rd Memphis, TN 38117;35.1323112;-89.9092802;47157008600;47157008600;47157008600;5;5;9;34.15354553251055, -92.5089694955625
Christ Methodist Day Preschool;DOE;40;40;80.0;;;;;;tuition;411 S. Grove Park;38117;Memphis;411 S. Grove Park Memphis, TN 38117;35.1205719;-89.9125466;47157008500;47157008500;47157008500;5;10;9;34.153545499740304, -92.50896950375305
Yale Road Learning Center, LLC;DHS;9;9;18.0;;;;;;tuition;4400 Yale Road;38128;Memphis;4400 Yale Road Memphis, TN 38128;35.2222297;-89.9166822;47157020530;47157020532;47157020532;1;6;9;34.15354577759938, -92.50896953970854
YMCA Whitehaven;DOE;18;22;40.0;;;;;;Head Start;4727 Elvis Presley Blvd;38116;Memphis;4727 Elvis Presley Blvd Memphis, TN 38116;35.0196275;-90.02600307;47157022120;47157022121;47157022121;3;11;8;34.153545202370346, -92.50896985561651
St. Luke's Day School;Unlicensed;49;49;98.0;;;;;;tuition;480 S Highland St;38111;Memphis;480 S Highland St Memphis, TN 38111;35.1185756;-89.9452564;47157007300;47157007300;47157007300;5;10;9;34.15354548829795, -92.50896961114815
Changing The Hands Childcare Center LLC;DHS;8;8;16.0;;;;;;tuition;4826 CROMWELL AVE;38118;Memphis;4826 CROMWELL AVE Memphis, TN 38118;35.0465596;-89.9025703;47157010900;47157022600;47157022600;3;12;8;34.15354529871557, -92.50896945461302
Memphis Junior Academy;Unlicensed;4;4;8.0;;;;;;tuition;50 N Mendenhall Rd;38117;Memphis;50 N Mendenhall Rd Memphis, TN 38117;35.1325073;-89.8971359;47157009200;47157009200;47157009201;2;5;9;34.153545535264875, -92.5089694555698
Memphis Junior Academy 7th Day Adventist;DOE;40;40;80.0;;;;;;tuition;50 N. Mendenhall Road;38117;Memphis;50 N. Mendenhall Road Memphis, TN 38117;35.1325073;-89.8971359;47157009200;47157009200;47157009201;2;5;9;34.153545535264875, -92.5089694555698
Bartlett United Methodist Preschool;DHS;56;56;112.0;;;;;;tuition;5676 STAGE RD.;38134;Bartlett;5676 STAGE RD. Bartlett, TN 38134;35.2051354;-89.8745238;47157020651;47157020651;47157020651;;3;;34.15354573844484, -92.50896939697266
Kid Station Childcare Center LLC;DHS;10;10;20.0;;;;;;tuition;579 Erin Drive;38117;Memphis;579 Erin Drive Memphis, TN 38117;35.1149157;-89.8996176;47157008500;47157008500;47157008500;5;10;9;34.153545486598496, -92.50896945988842
Sensational Enlightenment community partner;DOE;2;18;20.0;;;;;;VPK;5960 KNIGHT ARNOLD ROAD EXT;38115;Memphis;5960 KNIGHT ARNOLD ROAD EXT Memphis, TN 38115;35.0611948;-89.8647152;47157021721;47157021721;47157021721;3;13;8;34.15354534573669, -92.50896933303078
St. Ann Catholic School;DOE;18;18;36.0;;;;;;tuition;6529 STAGE ROAD;38134;Bartlett;6529 STAGE ROAD Bartlett, TN 38134;35.203426;-89.8464705;47157020622;47157020622;47157020622;;3;;34.15354573888094, -92.50896930411481
Kings and Queens Daycare Comm Part Pre-K;DOE;27;33;60.0;;;;;;Head Start;694 W. Shelby Dr.;38109;Memphis;694 W. Shelby Dr. Memphis, TN 38109;35.0211241;-90.0857192;47157022330;47157022330;47157022330;6;11;8;34.15354519557106, -92.50897005280954
Madonna Learning Center;Unlicensed;10;10;20.0;;;;;;tuition;7007 Poplar Ave;38138;Germantown;7007 Poplar Ave Germantown, TN 38138;35.0965396;-89.8295402;47157021430;47157021430;47157021430;;4;;34.15354544902743, -92.50896922483133
The Maria Montessori School;DOE;40;40;80.0;;;;;;tuition;740 HARBOR BEND ROAD;38103;Memphis;740 HARBOR BEND ROAD Memphis, TN 38103;35.1613908;-90.0529478;47157000100;47157000100;47157000100;7;8;8;34.15354558598302, -92.50896997557248
Circles of Success Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;26.0;2.0;7.7;VPK;867 S. Parkway East;38106;Memphis;867 S. Parkway East Memphis, TN 38106;35.1078758;-90.0333094;47157005900;47157005900;47157005900;4;8;8;34.15354544289912, -92.50896989908044
Springdale Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;31.0;19.0;61.3;VPK/Head Start;880 N. Hollywood St.;38108;Memphis;880 N. Hollywood St. Memphis, TN 38108;35.1600896;-89.9752576;47157000900;47157000900;47157000900;5;7;9;34.15354559659893, -92.50896971916777
Springdale Elementary Pre-K;DOE;10;10;20.0;TNReady;3rd - ELA;31.0;19.0;61.3;Head Start;880 N. Hollywood St.;38108;Memphis;880 N. Hollywood St. Memphis, TN 38108;35.1600896;-89.9752576;47157000900;47157000900;47157000900;5;7;9;34.15354559659893, -92.50896971916777
Dunbar Elementary School Pre-K;DOE;10;10;20.0;TNReady;3rd - ELA;33.0;6.0;18.2;VPK;2606 Select Ave.;38114;Memphis;2606 Select Ave. Memphis, TN 38114;35.1067104;-89.9755135;47157006800;47157006800;47157006800;4;9;8;34.153545450255585, -92.5089697082905
Barret's Chapel School Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;35.0;16.0;45.7;619;10280 Godwin Road;38002;Arlington;10280 Godwin Road Arlington, TN 38002;35.3488747;-89.7202406;47157020810;47157020810;47157020835;;1;;34.15354616055579, -92.50896891991371
Vollentine Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;35.0;3.0;8.6;VPK/Head Start;1682 Vollintine Ave.;38107;Memphis;1682 Vollintine Ave. Memphis, TN 38107;35.1645438;-90.0014788;47157000700;47157000700;47157000700;7;7;8;34.153545604019975, -92.50896980658847
Vollentine Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;35.0;3.0;8.6;Head Start;1682 Vollintine Ave.;38107;Memphis;1682 Vollintine Ave. Memphis, TN 38107;35.1645438;-90.0014788;47157000700;47157000700;47157000700;7;7;8;34.153545604019975, -92.50896980658847
E.E. Jeter;DOE;10;10;20.0;TNReady;3rd - ELA;38.0;10.0;26.3;Head Start;7662 Benjestown Road;38053;Millington;7662 Benjestown Road Millington, TN 38053;35.3317901;-90.029372;47157020100;47157020101;47157020101;;1;;34.1535460573009, -92.50896993526672
Larose Elementary School Pre-K;DOE;10;10;20.0;TNReady;3rd - ELA;44.0;3.0;6.8;VPK;864 South Wellington;38126;Memphis;864 South Wellington Memphis, TN 38126;35.1236028;-90.0470627;47157004900;47157011600;47157011600;6;8;8;34.15354548349156, -92.50896994787384
Northaven Elementary School Pre-K;DOE;10;10;20.0;TNReady;3rd - ELA;47.0;6.0;12.8;VPK;5157 NORTH CIRCLE ROAD;38127;Memphis;5157 NORTH CIRCLE ROAD Memphis, TN 38127;35.2651384;-90.0424123;47157020100;47157020101;47157020101;;1;;34.1535458722478, -92.50896996362108
Frayser Corning Elementary School;DOE;18;22;40.0;TNReady;3rd - ELA;48.0;4.0;8.3;Head Start;1602 Dellwood Ave;38127;Memphis;1602 Dellwood Ave Memphis, TN 38127;35.214181;-90.0104744;47157010110;47157010110;47157010122;7;8;8;34.15354573841878, -92.50896984714322
Douglass School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;53.0;9.0;17.0;SPED;1650 Ash St.;38108;Memphis;1650 Ash St. Memphis, TN 38108;35.1775656;-89.9531982;47157009000;47157011100;47157011100;7;7;8;34.15354564852237, -92.50896965028252
Keystone Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;53.0;11.0;20.8;SPED;4301 Old Allen Road;38128;Memphis;4301 Old Allen Road Memphis, TN 38128;35.2431139;-89.9533094;47157020521;47157020521;47157020521;7;6;9;34.153545828150605, -92.50896966504207
Winchester Elementary School Pre-K;DOE;40;40;80.0;TNReady;3rd - ELA;54.0;11.0;20.4;tuition;3587 Boeingshire Dr.;38116;Memphis;3587 Boeingshire Dr. Memphis, TN 38116;35.0508156;-89.9971009;47157022022;47157022022;47157022026;3;11;8;34.15354529312373, -92.50896976718379
Winchester Elementary School Pre-K;DOE;0;40;40.0;TNReady;3rd - ELA;54.0;11.0;20.4;F8M;3587 Boeingshire Dr.;38116;Memphis;3587 Boeingshire Dr. Memphis, TN 38116;35.0508156;-89.9971009;47157022022;47157022022;47157022026;3;11;8;34.15354529312373, -92.50896976718379
Oakshire Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;57.0;11.0;19.3;VPK/Head Start;1765 East Holmes Road;38116;Memphis;1765 East Holmes Road Memphis, TN 38116;35.0050593;-90.0043534;47157022130;47157022130;47157022130;3;12;8;34.15354516639528, -92.50896978104582
Sea Isle Elementary Pre-K;DOE;0;40;40.0;TNReady;3rd - ELA;58.0;15.0;25.9;Fund 1;5250 SEA ISLE ROAD;38117;Memphis;5250 SEA ISLE ROAD Memphis, TN 38117;35.0950892;-89.8883365;47157009500;47157009500;47157009501;2;10;9;34.15354543431923, -92.50896941834489
Double Tree Elementary School Pre-K;DOE;0;40;40.0;TNReady;3rd - ELA;59.0;12.0;20.3;F8M;4560 Double Tree Road;38109;Memphis;4560 Double Tree Road Memphis, TN 38109;35.0238005;-90.1025719;47157022210;47157022210;47157022210;6;11;8;34.153545199829864, -92.50897010895503
Raleigh-Bartlett Meadows Elem Pre-K;DOE;0;20;20.0;TNReady;3rd - ELA;59.0;6.0;10.2;F8M;5195 Twin Woods Avenue;38134;Memphis;5195 Twin Woods Avenue Memphis, TN 38134;35.1956499;-89.890077;47157020621;47157020621;47157020621;1;6;9;34.153545709608714, -92.50896944616363
Cromwell Elementary School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;60.0;9.0;15.0;VPK/Head Start;4989 Cromwell Rd;38118;Memphis;4989 Cromwell Rd Memphis, TN 38118;35.0455682;-89.8971722;47157010900;47157022600;47157022600;3;12;8;34.153545296983836, -92.50896943659957
Scenic Hills Elementary Pre-K;DOE;6;54;60.0;TNReady;3rd - ELA;62.0;7.0;11.3;VPK/Head Start;3450 Scenic Hills Hwy.;38128;Memphis;3450 Scenic Hills Hwy. Memphis, TN 38128;35.2065973;-89.9603461;47157020511;47157020511;47157020511;7;7;8;34.153545726784856, -92.50896968022151
Egypt Elementary Pre-K;DOE;9;11;20.0;TNReady;3rd - ELA;63.0;15.0;23.8;Head Start;4160 Karen Cove;38128;Memphis;4160 Karen Cove Memphis, TN 38128;35.2394656;-89.9303598;47157020522;47157020523;47157020523;7;6;9;34.15354582234108, -92.50896958858371
Sherwood Elementary Pre-K;DOE;9;11;20.0;TNReady;3rd - ELA;66.0;11.0;16.7;Head Start;1156 Robin Hood Lane;38111;Memphis;1156 Robin Hood Lane Memphis, TN 38111;35.1000406;-89.9375849;47157008000;47157008000;47157008000;4;10;9;34.1535454388994, -92.50896958178785
Libertas School of Memphis;DOE;30;30;60.0;TNReady;3rd - ELA;67.0;24.0;35.8;tuition;3777 Edenburg Dr;38127;Memphis;3777 Edenburg Dr Memphis, TN 38127;35.22897;-89.9786272;47157010210;47157010210;47157010210;7;7;8;34.15354578476467, -92.50896974540083
Robert R. Church Elementary Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;71.0;15.0;21.1;VPK/Head Start;4100 Millbranch Road;38116;Memphis;4100 Millbranch Road Memphis, TN 38116;35.0373252;-90.0055943;47157022021;47157022024;47157022024;6;11;8;34.153545254600076, -92.50896979222155
William H. Brewster Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;72.0;14.0;19.4;VPK;2605 Sam Cooper Blvd;38112;Memphis;2605 Sam Cooper Blvd Memphis, TN 38112;35.1462625;-89.9737585;47157002700;47157002700;47157002700;5;7;9;34.1535455589766, -92.5089697111896
Brownsville Road Elementary Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;72.0;29.0;40.3;VPK/Head Start;5292 Banbury Street;38134;Memphis;5292 Banbury Street Memphis, TN 38134;35.1927931;-89.8692203;47157020621;47157020621;47157020621;;3;;34.153545705586374, -92.50896937677868
Lowrance School Pre-K;DOE;18;22;40.0;TNReady;3rd - ELA;73.0;9.0;12.3;Head Start;7740 Lowrance Road;38125;Memphis;7740 Lowrance Road Memphis, TN 38125;35.0365961;-89.805421;47157021745;47157021745;47157021745;;13;;34.1535452891429, -92.50896913215601
Crump Elementary Pre-K;DOE;30;30;60.0;TNReady;3rd - ELA;79.0;16.0;20.3;Head Start;4405 Crump Road;38141;Memphis;4405 Crump Road Memphis, TN 38141;35.0285626;-89.8614888;47157021741;47157021741;47157021759;3;13;8;34.15354525689041, -92.50896931522911
Crump Elementary Pre-K;DOE;6;54;60.0;TNReady;3rd - ELA;79.0;16.0;20.3;VPK/Head Start;4405 Crump Road;38141;Memphis;4405 Crump Road Memphis, TN 38141;35.0285626;-89.8614888;47157021741;47157021741;47157021759;3;13;8;34.15354525689041, -92.50896931522911
Ross Elementary School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;79.0;24.0;30.4;SPED;4890 Ross Road;38141;Memphis;4890 Ross Road Memphis, TN 38141;35.0160743;-89.8363827;47157021754;47157021754;47157021754;3;13;8;34.153545227246724, -92.5089692297204
Ross Elementary School Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;79.0;24.0;30.4;VPK;4890 Ross Road;38141;Memphis;4890 Ross Road Memphis, TN 38141;35.0160743;-89.8363827;47157021754;47157021754;47157021754;3;13;8;34.153545227246724, -92.5089692297204
Holmes Road Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;83.0;17.0;20.5;VPK/Head Start;1083 Holmes Road;38116;Memphis;1083 Holmes Road Memphis, TN 38116;35.0052494;-90.0298824;47157022130;47157022130;47157022130;3;12;8;34.153545162256066, -92.50896986524828
Wells Station Elementary Pre-K;DOE;60;60;120.0;TNReady;3rd - ELA;88.0;46.0;52.3;Head Start;1610 Wells Station Road;38108;Memphis;1610 Wells Station Road Memphis, TN 38108;35.1753119;-89.9156864;47157009100;47157009100;47157009100;7;6;9;34.153545649193326, -92.50896952612362
Hickory Ridge Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;89.0;20.0;22.5;VPK;3890 Hickory Hill Road;38115;Memphis;3890 Hickory Hill Road Memphis, TN 38115;35.0415841;-89.8641879;47157021732;47157021732;47157021757;3;13;8;34.153545292085795, -92.50896932698637
Lucie E. Campbell Elementary Pre-K;DOE;4;36;40.0;TNReady;3rd - ELA;91.0;;;VPK/Head Start;3232 Birchfield Drive;38127;Memphis;3232 Birchfield Drive Memphis, TN 38127;35.2144137;-89.9691698;47157010220;47157010220;47157010220;1;6;9;34.15354574659658, -92.50896971102665
Farmington Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;93.0;74.0;79.6;619;2085 Cordes Road;38139;Germantown;2085 Cordes Road Germantown, TN 38139;35.0924184;-89.7789412;47157021352;47157021352;47157021352;;4;;34.15354544696915, -92.50896905711816
Kate Bond Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;101.0;35.0;34.7;VPK;2727 Kate Bond Road;38133;Memphis;2727 Kate Bond Road Memphis, TN 38133;35.199362;-89.8044325;47157021113;47157021113;47157021113;1;5;9;34.15354573541663, -92.50896916463701
Bon Lin Elementary Preschool;DOE;42;42;84.0;TNReady;3rd - ELA;103.0;65.0;63.1;619;3940 North Germantown Road;38135;Bartlett;3940 North Germantown Road Bartlett, TN 38135;35.2326236;-89.7904023;47157020830;47157020832;47157020833;;3;;34.15354582913802, -92.50896912568759
Highland Oaks Elementary Pre-K;DOE;0;60;60.0;TNReady;3rd - ELA;109.0;32.0;29.4;F8M;5252 Annandale Drive;38125;Memphis;5252 Annandale Drive Memphis, TN 38125;35.0049643;-89.8141446;47157021752;47157021752;47157021752;;13;;34.15354520085699, -92.5089691539692
Collierville Elementary School Pre-K;DOE;140;140;280.0;TNReady;3rd - ELA;116.0;74.0;63.8;619;590 Peterson Lake Road;38017;Collierville;590 Peterson Lake Road Collierville, TN 38017;35.0561821;-89.6673582;47157021612;47157021612;47157021612;;2;;34.1535453680253, -92.50896868130909
White Station Elementary School Pre-K;DOE;2;18;20.0;TNReady;3rd - ELA;117.0;39.0;33.3;VPK/Head Start;4840 Chickasaw Road;38117;Memphis;4840 Chickasaw Road Memphis, TN 38117;35.1397358;-89.9009459;47157008600;47157008600;47157008600;5;5;9;34.15354555438058, -92.50896946971731
Grahamwood Elementary Pre-K;DOE;20;20;40.0;TNReady;3rd - ELA;145.0;80.0;55.2;619;3950 Summer;38122;Memphis;3950 Summer Memphis, TN 38122;35.1543524;-89.9206512;47157008700;47157008700;47157008700;5;5;9;34.153545590843216, -92.50896953788869
Macon-Hall Elementary School Pre-K;DOE;0;40;40.0;TNReady;3rd - ELA;152.0;61.0;40.1;Fund 1;9800 Macon Road;38016;Memphis;9800 Macon Road Memphis, TN 38016;35.1623494;-89.7352725;47157021010;47157021010;47157021022;;1;;34.15354564660097, -92.50896892851213
Lakeland Elementary Pre-K;DOE;60;60;120.0;TNReady;3rd - ELA;195.0;146.0;74.9;619;10050 Oak Seed Lane;38002;Lakeland;10050 Oak Seed Lane Lakeland, TN 38002;35.2306435;-89.7403606;47157020820;47157020820;47157020836;;3;;34.15354583284611, -92.50896896028179
Mi Escuelita Bilingual Christian Academy, LLC;DHS;10;10;20.0;;;;;;tuition;1018 South Yates Road;38119;Memphis;1018 South Yates Road Memphis, TN 38119;35.1038586;-89.8769834;47157009600;47157009600;47157009600;2;10;9;34.15354546042602, -92.50896938284302
New Glory Preparatory & Lrng Ctr.,LLC;DHS;33;33;66.0;;;;;;tuition;1044 Mississippi Blvd.;38126;Memphis;1044 Mississippi Blvd. Memphis, TN 38126;35.1183625;-90.0375389;47157004800;47157011600;47157011600;4;8;8;34.15354547086798, -92.50896991532635
Harding Academy Preschool White Station;DOE;60;60;120.0;;;;;;tuition;1106 COLONIAL ROAD;38117;Memphis;1106 COLONIAL ROAD Memphis, TN 38117;35.1018054;-89.9009095;47157009400;47157009400;47157009400;5;10;9;34.153545450431174, -92.50896946126865
Lambs & Ivy;DOE;2;18;20.0;;;;;;VPK;1185 Macon View Drive;38018;Memphis;1185 Macon View Drive Memphis, TN 38018;35.1577808;-89.7324965;47157021020;47157021020;47157021020;;2;;34.15354563458654, -92.50896891835741
St. Luke Learning Center;DHS;9;9;18.0;;;;;;tuition;1641 Keating;38114;Memphis;1641 Keating Memphis, TN 38114;35.1007142;-89.9811957;47157006900;47157006900;47157006900;4;9;8;34.15354543278452, -92.50896972570621
The Gentlemen and Ladies Academy, Inc;DHS;14;14;28.0;;;;;;tuition;1690 Bonnie Lane;38016;Cordova;1690 Bonnie Lane Cordova, TN 38016;35.1716882;-89.7903126;47157021135;47157021135;47157021135;2;2;9;34.15354566214846, -92.50896911201181
The Goddard School Cordova;DHS;16;16;32.0;;;;;;tuition;190 FOREST HILL IRENE ROA;38018;Cordova;190 FOREST HILL IRENE ROA Cordova, TN 38018;35.1304383;-89.7607038;47157021138;47157021138;47157021138;;4;;34.153545554499665, -92.50896900534379
ECS Lower School Early Childhood Program;DOE;60;60;120.0;;;;;;tuition;1920 Forest Hill Irene Rd.;38139;Germantown;1920 Forest Hill Irene Rd. Germantown, TN 38139;35.0962831;-89.7566896;47157021353;47157021353;47157021357;;4;;34.15354546162311, -92.50896898461058
Hope House;DOE;0;20;20.0;;;;;;F8M;23 Idwild Street;38104;Memphis;23 Idlewild Street Memphis, TN 38104;35.1373747;-90.00161679;47157003200;47157003200;47157003200;6;7;8;34.1535455295323, -92.50896980107764
Bowie Reading and Learning Center;Unlicensed;10;10;20.0;;;;;;tuition;2550 Ridgeway Road;38119;Memphis;2550 Ridgeway Road Memphis, TN 38119;35.0792067;-89.8585403;47157021331;47157021331;47157021331;2;10;9;34.15354539622919, -92.50896931662918
La Petite Academy @ Coleman Rd.;DHS;26;26;52.0;;;;;;tuition;2857 Coleman Rd.;38128;Memphis;2857 Coleman Rd. Memphis, TN 38128;35.2031814;-89.9138975;47157020542;47157020542;47157020542;1;6;9;34.153545725901964, -92.50896952634572
La Petite Academy @ Hickory Hill;DHS;12;12;24.0;;;;;;tuition;2914 Hickory Hill Road;38115;Memphis;2914 Hickory Hill Road Memphis, TN 38115;35.0690664;-89.8651628;47157021721;47157021721;47157021721;4;12;8;34.1535453672287, -92.5089693362348
La Petite Academy @ Poplar View Pkwy;DHS;8;8;16.0;;;;;;tuition;310 Poplar View Parkway;38017;Collierville;310 Poplar View Parkway Collierville, TN 38017;35.0482984;-89.6999443;47157021530;47157021530;47157021530;;2;;34.15354534046992, -92.50896878700364
It's All About Learning Christian Academ;DHS;10;10;20.0;;;;;;tuition;3200 Millington Rd.;38127;Memphis;3200 Millington Rd. Memphis, TN 38127;35.2129761;-90.0282237;47157009900;47157009902;47157009902;7;8;8;34.15354573187641, -92.50896990539225
Brinkley Heights Urban Academy;DOE;40;40;80.0;;;;;;tuition;3260 MACON ROAD;38122;Memphis;3260 MACON ROAD Memphis, TN 38122;35.1639666;-89.9516622;47157001100;47157001100;47157001100;5;7;9;34.15354561153192, -92.50896964223281
JoAnn's Kids Learning Academy;DHS;13;13;26.0;;;;;;tuition;3277 N. Watkins;38127;Memphis;3277 N. Watkins Memphis, TN 38127;35.215231;-90.0039617;47157010110;47157010110;47157010122;7;8;8;34.1535457424854, -92.50896982590356
Incarnation Catholic School;Unlicensed;20;20;40.0;;;;;;tuition;360 Bray Station Rd;38017;Collierville;360 Bray Station Rd Collierville, TN 38017;35.0489844;-89.7041218;47157021530;47157021530;47157021530;;2;;34.153545341587446, -92.50896880092611
Horn Lake Road Lrn. Ctr. Comm Part Pre-K;DOE;40;40;80.0;;;;;;tuition;3657 Horn Lake Road;38109;Memphis;3657 Horn Lake Road Memphis, TN 38109;34.9136429;-90.0668428;;;;;;;34.153544904442654, -92.50896996697978
Freedom Preparatory Academy @Whitehaven;DOE;20;20;40.0;;;;;;F8M;3750 Millbranch Rd;38116;Memphis;3750 Millbranch Rd Memphis, TN 38116;35.0462156;-90.005975;47157022022;47157022022;47157022025;6;11;8;34.15354527889656, -92.50896979542871
Christ Methodist Early Education Program;DOE;40;40;80.0;;;;;;tuition;411 S. Grove Park;38117;Memphis;411 S. Grove Park Memphis, TN 38117;35.1205719;-89.9125466;47157008500;47157008500;47157008500;5;10;9;34.153545499740304, -92.50896950375305
Porter Leath Children's Ctr.@ American;DHS;60;60;120.0;;;;;;tuition;4207 American Way;38118;Memphis;4207 American Way Memphis, TN 38118;35.0751825;-89.923199;47157010610;47157010610;47157010610;4;12;9;34.153545373396774, -92.50896952890399
Collierville Methodist Preschool;DHS;38;38;76.0;;;;;;tuition;454 W. Poplar;38017;Collierville;454 W. Poplar Collierville, TN 38017;35.0462227;-89.6762719;47157021611;47157021611;47157021611;;2;;34.153545339102365, -92.50896870850775
St. Louis Catholic School;Unlicensed;10;10;20.0;;;;;;tuition;5192 Shady Grove Rd;38117;Memphis;5192 Shady Grove Rd Memphis, TN 38117;35.1245019;-89.8882704;47157009600;47157009600;47157009600;2;5;9;34.15354551494283, -92.50896942458535
Global Children Services, Inc.;DHS;10;10;20.0;;;;;;tuition;5235 Martin Edwards Place;38116;Memphis;5235 Martin Edwards Place Memphis, TN 38116;35.0055474;-90.0067977;47157022130;47157022130;47157022130;3;12;8;34.153545167286815, -92.50896978921105
Threshold Montessori School;DHS;10;10;20.0;;;;;;tuition;581 Ellsworth;38111;Memphis;581 Ellsworth Memphis, TN 38111;35.1157996;-89.9474899;47157007200;47157007200;47157007200;5;9;9;34.15354548028205, -92.5089696179017
SE Academy;Unlicensed;20;20;40.0;;;;;;tuition;5960 Knight Arnold Rd;38115;Memphis;5960 Knight Arnold Rd Memphis, TN 38115;35.0611948;-89.8647152;47157021721;47157021721;47157021721;3;13;8;34.15354534573669, -92.50896933303078
Campus Kids' Corner (SWTCC);DHS;26;26;52.0;;;;;;tuition;5990 RESOURCES DRIVE;38134;Memphis;5990 RESOURCES DRIVE Memphis, TN 38134;35.1591929;-89.8635518;47157021200;47157021200;47157021200;1;5;9;34.15354561453294, -92.50896935071364
Immanuel Lutheran School;DOE;40;40;80.0;;;;;;tuition;6319 RALEIGH LA-GRANGE;38134;Memphis;6319 RALEIGH LA-GRANGE Memphis, TN 38134;35.1789789;-89.852774;47157021111;47157021111;47157021111;1;5;9;34.15354567072798, -92.50896931952735
Immanuel Lutheran School SACC;DOE;40;40;80.0;;;;;;tuition;6319 Raleigh LaGrange Road;38134;Memphis;6319 Raleigh LaGrange Road Memphis, TN 38134;35.1789789;-89.852774;47157021111;47157021111;47157021111;1;5;9;34.15354567072798, -92.50896931952735
Heritage Baptist Preschool;DOE;11;11;22.0;;;;;;tuition;711 N Houston Levee Rd;38018;Memphis;711 N Houston Levee Rd Memphis, TN 38018;35.1445375;-89.7285322;47157021020;47157021020;47157021020;;2;;34.15354559901425, -92.50896890238049
Imagine Academy, Inc;DHS;18;18;36.0;;;;;;tuition;7130 East Shelby Drive;38125;Memphis;7130 East Shelby Drive Memphis, TN 38125;35.0210965;-89.8253621;47157021745;47157021745;47157021745;;13;;34.153545243022876, -92.50896919449188
St. George's Independent School Preschoo;DOE;60;60;120.0;;;;;;tuition;8250 Poplar Avenue;38138;Germantown;8250 Poplar Avenue Germantown, TN 38138;35.0831644;-89.7864271;47157021352;47157021352;47157021352;;4;;34.15354542024014, -92.50896907976474
Cooper Cottage School, LLC;DHS;4;4;8.0;;;;;;tuition;845 S. Cooper St.;38104;Memphis;845 S. Cooper St. Memphis, TN 38104;35.1224726;-89.9912746;47157006300;47157006300;47157006300;4;9;9;34.15354549057799, -92.50896976371068
Hope Presbyterian Preschool;DHS;50;50;100.0;;;;;;tuition;8500 Walnut Grove Road;38018;Cordova;8500 Walnut Grove Road Cordova, TN 38018;35.1304634;-89.7781963;47157021137;47157021137;47157021144;2;4;9;34.15354555137525, -92.50896906301631
Lamplighter Montessori School, Inc.;DOE;40;40;80.0;;;;;;tuition;8563 Fay Rd;38018;Memphis;8563 Fay Rd  Memphis, TN 38018;35.1544838;-89.7782838;47157021137;47157021137;47157021143;2;4;9;34.15354561719209, -92.5089690685791
Tipton Rosemark Academy;DOE;40;40;80.0;;;;;;tuition;8696 Rosemark Road;38053;Memphis;8696 Rosemark Road Memphis, TN 38053;35.3640686;-89.7715617;47157020700;47157020700;47157020700;;1;;34.15354619282927, -92.50896909243873
University of Little Scholars;DHS;10;10;20.0;;;;;;tuition;941 E. Raines Rd.;38116;Memphis;941 E. Raines Rd. Memphis, TN 38116;35.0350553;-90.0326556;47157022111;47157022111;47157022111;6;11;8;34.15354524343897, -92.50896988093533
Future Leaders Community Partner Pre-K;DOE;2;18;20.0;;;;;;VPK;2341 Frayser Blvd;38127;Memphis;2341 Frayser Blvd Memphis, TN 38127;35.2166062;-89.9853168;47157010220;47157010220;47157010220;7;8;8;34.15354574965797, -92.50896976473943
